frame_id,vehicle_id,world_x,world_y,speed
156,40,641,1625,600
157,40,635,1548,600
158,40,630,1482,600
159,40,624,1409,600
160,40,619,1343,600
161,40,614,1284,600
162,40,610,1225,600
163,40,605,1170,600
164,40,600,1114,600
165,40,595,1059,600
166,40,592,1010,600
167,40,588,961,600
168,40,585,913,600
169,40,581,868,600
170,40,577,829,600
171,40,573,791,600
172,40,569,750,600
173,40,567,704,600
174,40,564,673,600
175,40,560,631,600
176,40,557,597,600
177,40,554,572,581
178,40,550,534,600
179,40,548,503,600
180,40,546,479,572
181,40,544,451,600
182,40,542,423,600
183,40,540,399,575
184,40,536,368,600
185,40,533,336,600
186,40,534,312,563
187,40,532,284,600
188,40,529,263,527
189,40,527,232,600
190,40,526,211,512
191,40,525,194,464
192,40,522,184,383
193,40,520,166,464
194,40,519,145,515
195,40,517,128,470
196,40,515,111,470
197,40,513,93,464
198,40,511,69,569
199,40,510,48,512
200,40,509,24,569
201,40,507,6,464
169,41,229,2093,300
170,41,231,2000,600
171,41,235,1913,600
172,41,238,1822,600
173,41,240,1743,600
174,41,241,1659,600
175,41,243,1548,600
176,41,249,1500,600
177,41,252,1447,600
178,41,254,1388,600
179,41,257,1322,600
180,41,258,1260,600
181,41,260,1208,600
182,41,262,1152,600
183,41,263,1097,600
184,41,264,1006,600
185,41,264,975,600
186,41,268,947,600
187,41,271,906,600
188,41,272,868,600
189,41,273,833,600
190,41,275,791,600
191,41,275,750,600
192,41,276,711,600
193,41,276,673,600
194,41,276,618,600
195,41,278,597,521
196,41,281,572,581
197,41,282,552,512
198,41,283,513,600
199,41,284,486,600
200,41,285,461,566
201,41,286,430,600
202,41,288,406,569
203,41,288,381,563
204,41,290,364,470
205,41,290,329,600
206,41,290,305,563
207,41,292,284,515
208,41,292,267,461
209,41,293,243,563
210,41,293,222,512
211,41,293,204,458
212,41,293,201,254
213,41,294,180,512
214,41,294,152,600
215,41,294,128,563
216,41,295,107,512
217,41,296,93,410
218,41,296,79,407
219,41,297,65,410
220,41,297,48,461
221,41,298,31,461
222,41,298,17,407
223,41,299,3,410
186,45,457,2687,300
187,45,455,2520,600
188,45,453,2368,600
189,45,450,2243,600
190,45,447,2114,600
191,45,446,1993,600
192,45,444,1881,600
193,45,442,1784,600
194,45,440,1684,600
195,45,438,1586,600
196,45,439,1500,600
197,45,435,1416,600
198,45,431,1336,600
199,45,434,1260,600
200,45,433,1197,600
201,45,430,1128,600
202,45,430,1059,600
203,45,427,1006,600
204,45,429,951,600
205,45,430,895,600
206,45,429,843,600
207,45,429,788,600
208,45,428,750,600
209,45,427,680,600
210,45,427,649,600
211,45,426,621,600
212,45,425,576,600
213,45,425,545,600
214,45,425,503,600
215,45,424,461,600
216,45,424,427,600
217,45,423,388,600
218,45,424,371,461
219,45,424,350,512
220,45,425,315,600
221,45,424,281,600
222,45,423,253,600
223,45,421,236,476
224,45,421,222,407
225,45,420,201,512
226,45,421,166,600
227,45,420,145,512
228,45,420,131,407
229,45,420,90,600
230,45,420,69,512
231,45,419,55,407
232,45,419,31,563
233,45,419,13,458
234,45,419,0,407
